Country, ,County,YEAR,Month,Date-1,Season,SeasonNum,Duration_H,Inj,Death,Damage,Category1_wzero,Class,PRCP,TMAX,TMIN,TAVG,Category,County-1,Year,Month-1,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,TMAX1,TMAX2,TMAX3,TMAX4,TMAX5,TMAX6,TMAX7,TMAX8,TMAX9,TMAX10,TMAX11,TMAX12,TMAX13,TMAX14,TMAX15,TMAX16,TMIN1,TMIN2,TMIN3,TMIN4,TMIN5,TMIN6,TMIN7,TMIN8,TMIN9,TMIN10,TMIN11,TMIN12,TMIN13,TMIN14,TMIN15,TMIN16,RunOff1,RunOff2,RunOff3,RunOff4,RunOff5,RunOff6,RunOff7,RunOff8,RunOff9,RunOff10,RunOff11,RunOff12,RunOff13,RunOff14,RunOff15,RunOff16,Wind1,Wind2,Wind3,Wind4,Wind5,Wind6,Wind7,Wind8,Wind9,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16
United States of America,TEXAS,Gonzales,2004,11,11/22/2004,Fall,3,89,0,0,0,0,DS0,33.4,21.4,18.35,19.875,3,Gonzales,2004,11,114.062,34.692,18.026,43.08,5.445,172.134,70.649,101.569,98.751,98.453,36.714,1.131,87.471,31.029,124.503,84.333,22.269,24.154,25.865,21.676,22.352,19.129,25.786,22.472,24.506,23.793,26.423,20.223,20.634,22.337,19.469,23.98,7.924,10.332,10.481,8.103,7.346,8.66,12.545,10.028,12.398,12.725,11.559,10.894,8.672,7.248,7.344,10.71,21.335,3.212,2.172,4.509,1.843,61.288,6.793,9.019,11.755,119.603,2.586,1.895,10.02,3.529,59.333,8.104,5.88,6.456,6.268,6.009,5.638,4.636,5.431,5.738,5.823,6.006,5.702,5.862,6.456,7.175,5.88,6.381
United States of America,TEXAS,Gonzales,2004,11,11/17/2004,Fall,3,2.5,0,0,0,0,DS0,16,26.15,17.5,21.825,3,Gonzales,2004,11,114.062,34.692,18.026,43.08,5.445,172.134,70.649,101.569,98.751,98.453,36.714,1.131,87.471,31.029,124.503,84.333,22.269,24.154,25.865,21.676,22.352,19.129,25.786,22.472,24.506,23.793,26.423,20.223,20.634,22.337,19.469,23.98,7.924,10.332,10.481,8.103,7.346,8.66,12.545,10.028,12.398,12.725,11.559,10.894,8.672,7.248,7.344,10.71,21.335,3.212,2.172,4.509,1.843,61.288,6.793,9.019,11.755,119.603,2.586,1.895,10.02,3.529,59.333,8.104,5.88,6.456,6.268,6.009,5.638,4.636,5.431,5.738,5.823,6.006,5.702,5.862,6.456,7.175,5.88,6.381
United States of America,TEXAS,Gonzales,2004,11,11/21/2004,Fall,3,6.5,0,0,0,0,DS0,25.9,20.85,17.5,19.175,3,Gonzales,2004,11,114.062,34.692,18.026,43.08,5.445,172.134,70.649,101.569,98.751,98.453,36.714,1.131,87.471,31.029,124.503,84.333,22.269,24.154,25.865,21.676,22.352,19.129,25.786,22.472,24.506,23.793,26.423,20.223,20.634,22.337,19.469,23.98,7.924,10.332,10.481,8.103,7.346,8.66,12.545,10.028,12.398,12.725,11.559,10.894,8.672,7.248,7.344,10.71,21.335,3.212,2.172,4.509,1.843,61.288,6.793,9.019,11.755,119.603,2.586,1.895,10.02,3.529,59.333,8.104,5.88,6.456,6.268,6.009,5.638,4.636,5.431,5.738,5.823,6.006,5.702,5.862,6.456,7.175,5.88,6.381
United States of America,TEXAS,Gonzales,2005,3,3/19/2005,Spring,1,3.5,0,0,0,0,DS0,0,25,7.6,16.3,2,Gonzales,2005,3,46.146,24.741,10.604,77.978,70.99,15.072,67.515,21.683,86.466,39.936,86.495,71.836,6.123,57.544,33.782,21.594,24.264,25.517,26.986,24.898,26.207,26.11,25.062,23.971,23.735,23.502,22.597,25.141,22.183,23.326,23.197,24.252,11.461,9.539,11.117,11.449,14.396,15.1,12.806,10.674,13.063,10.936,10.866,7.12,9.602,10.227,9.519,12.241,4.451,2.933,2.52,5.529,7.764,3.763,15.524,3.333,7.169,18.496,10.397,6.918,50.947,5.124,14.066,2.933,5.824,5.957,5.27,6.225,4.746,5.492,6.415,5.733,5.203,6.415,4.746,5.871,6.48,6.162,5.957,5.773
United States of America,TEXAS,Gonzales,2005,5,5/8/2005,Spring,1,1.5,0,0,0,0,DS0,0.5333333,28.16667,18.33333,23.25,2,Gonzales,2005,5,221.861,87.764,77.217,22.61,9.101,150.859,36.924,63.569,159.288,19.974,49.868,225.022,147.694,81.485,12.875,74.103,29.555,30.049,32.722,30.026,31.685,30.815,32.853,31.502,29.561,31.73,32.583,28.075,28.365,33.055,31.442,30.651,18.754,19.14,18.691,18.731,17.946,19.667,19.449,18.543,18.472,16.478,18.729,19.297,13.806,20.353,18.981,17.192,23.823,7.967,4.302,3.579,2.63,13.086,4.764,4.162,13.375,3.007,4.743,26.832,21.03,4.855,2.45,4.632,6.209,5.439,4.505,4.753,5.297,5.814,5.236,4.863,4.617,5.46,5.236,5.814,5.297,5.231,4.505,4.617
United States of America,TEXAS,Gonzales,2005,8,8/5/2005,Summer,2,2.5,0,0,0,0,DS0,3.133333,37.03333,23.13333,30.08333,1,Gonzales,2005,8,56.547,53.267,14.269,129.486,24.483,41.593,31.075,216.233,181.688,85.727,12.906,185.107,48.201,86.854,657.266,22.139,37.501,37.279,37.839,34.587,36.468,36.104,38.222,35.139,35.705,36.517,38.078,35.864,34.707,36.115,32.876,37.897,23.514,22.89,22.185,22.669,22.376,22.737,23.098,22.06,22.664,23.329,23.845,22.057,21.283,22.974,22.87,23.163,3.598,3.457,2.639,10.795,2.746,3.625,2.884,21.944,12.326,6.187,2.09,18.194,3.696,4.721,330.015,2.57,3.571,3.478,3.634,3.59,4.436,2.913,3.812,3.478,3.772,4.183,4.011,2.913,3.88,3.772,4.096,3.88
United States of America,TEXAS,Gonzales,2006,7,7/4/2006,Summer,2,1.583333333,0,0,0,0,DS0,0,33.05,23.05,28.05,1,Gonzales,2006,7,8.429,112.684,19.245,16.087,40.543,21.405,9.506,21.834,80.974,79.745,43.592,19.542,64.541,198.534,18.673,9.352,37.433,34.273,37.723,38.215,36.874,37.577,37.943,36.997,34.124,34.338,38.267,36.492,36.793,34.244,37.687,37.573,23.638,23.094,23.152,23.866,23.344,23.398,24.057,23.078,22.174,22.707,23.828,23.885,22.865,22.427,23.407,23.538,2.26,7.316,3.008,2.367,3.267,2.655,2.038,2.629,5.336,7.554,2.886,2.743,4.708,18.184,2.588,2.18,4.338,4.891,4.506,3.247,4.891,4.003,3.833,4.626,4.891,4.061,4.577,3.041,4.421,4.9,3.752,4.338
United States of America,TEXAS,Gonzales,2006,9,9/23/2006,Fall,3,1.5,0,0,0,0,DS0,0,34.06667,26.66667,30.36667,3,Gonzales,2006,9,124.229,210.51,102.39,362.642,107.413,62.872,337.372,117.298,36.236,39.487,113.204,37.757,52.361,86.202,80.633,77.426,33.267,29.992,32.882,31.481,35.951,34.48,31.017,32.785,31.624,34.969,34.589,33.865,33.268,32.375,33.884,34.177,19.675,19.848,19.637,20.764,23.489,21.361,19.238,20.289,18.015,20.888,22.698,22.029,20.362,17.459,19.981,21.972,9.367,41.963,5.767,106.487,7.247,3.914,51.913,10.923,3.547,2.888,5.227,3.316,3.507,8.94,6.959,4.887,5.296,4.668,4.911,3.812,4.483,5.62,4.309,3.991,5.434,2.969,2.969,3.991,4.212,3.991,5.205,4.598
United States of America,TEXAS,Gonzales,2007,3,3/13/2007,Spring,1,4.5,0,0,0,0,DS0,17.96667,24.06667,15.2,19.63333,2,Gonzales,2007,3,19.887,10.547,4.614,14.142,37.367,101.373,22.214,90.21,71.574,11.261,30.17,4.093,87.679,21.577,21.546,165.191,24.469,22.941,24.223,23.442,21.515,24.431,24.772,19.386,23.955,24.096,20.881,21.607,23.811,25.533,24.722,21.991,10.379,7.534,8.935,9.665,8.699,12.27,10.521,7.513,10.351,8.851,6.854,11.067,11.21,13.172,10.765,9.653,6.74,3.17,2.132,13.673,5.401,9.627,4.335,26.337,43.243,2.657,3.921,2.888,13.079,3.446,2.739,18.531,5.996,5.733,5.483,6.481,6.082,5.871,5.773,5.203,6.125,5.663,5.733,5.635,5.154,6.48,6.481,5.733
United States of America,TEXAS,Gonzales,2007,3,3/13/2007,Spring,1,55.75,0,0,0,0,DS0,17.96667,24.06667,15.2,19.63333,2,Gonzales,2007,3,19.887,10.547,4.614,14.142,37.367,101.373,22.214,90.21,71.574,11.261,30.17,4.093,87.679,21.577,21.546,165.191,24.469,22.941,24.223,23.442,21.515,24.431,24.772,19.386,23.955,24.096,20.881,21.607,23.811,25.533,24.722,21.991,10.379,7.534,8.935,9.665,8.699,12.27,10.521,7.513,10.351,8.851,6.854,11.067,11.21,13.172,10.765,9.653,6.74,3.17,2.132,13.673,5.401,9.627,4.335,26.337,43.243,2.657,3.921,2.888,13.079,3.446,2.739,18.531,5.996,5.733,5.483,6.481,6.082,5.871,5.773,5.203,6.125,5.663,5.733,5.635,5.154,6.48,6.481,5.733
United States of America,TEXAS,Gonzales,2007,5,5/3/2007,Spring,1,2,0,0,0,0,DS0,13.6,28.35,18.3,23.325,2,Gonzales,2007,5,22.315,183.011,180.99,51.819,116.04,186.074,116.686,48.663,160.628,259.093,79.426,103.335,110.066,387.776,46.771,49.263,32.884,31.184,29.698,32.495,30.291,31.095,34.695,33.269,31.244,29.435,31.746,32.19,29.526,28.991,31.425,33.001,20.32,18.565,18.92,19.903,18.042,20.647,20.853,19.284,20.599,19.412,19.657,21.719,18.861,19.554,17.723,17.414,2.606,14.025,45.047,4.892,6.304,18.621,7.929,4.288,22.255,31.276,9.197,10.985,9.819,148.434,3.213,3.39,5.238,6.209,4.471,3.843,4.617,5.814,3.843,5.144,5.646,4.663,4.93,5.144,4.753,5.599,5.231,5.599
United States of America,TEXAS,Gonzales,2007,7,7/23/2007,Summer,2,2,0,0,0,0,DS0,2.533333,32.76667,23.33333,28.05,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/28/2007,Summer,2,1.5,0,0,0,0,DS0,0.5,30.25,22.5,26.375,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/5/2007,Summer,2,4.5,0,0,0,0,DS0,9.3,28.05,22.5,25.275,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/4/2007,Summer,2,3,0,0,0,0,DS0,9.15,30,22.2,26.1,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/6/2007,Summer,2,1.5,0,0,0,0,DS0,6.75,30,22.2,26.1,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/7/2007,Summer,2,2.5,0,0,0,0,DS0,2.8,31.7,21.7,26.7,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/24/2007,Summer,2,1.5,0,0,0,0,DS0,34.56667,32.76667,21.5,27.13333,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/15/2007,Summer,2,2,0,0,0,0,DS0,32.2,30.6,20.93333,25.76667,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/15/2007,Summer,2,3.5,0,0,0,0,DS0,32.2,30.6,20.93333,25.76667,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/25/2007,Summer,2,3.5,0,0,0,0,DS0,3.033333,30.36667,20.2,25.28333,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,7,7/25/2007,Summer,2,4.5,0,0,0,0,DS0,3.033333,30.36667,20.2,25.28333,1,Gonzales,2007,7,6.16,59.675,47.575,29.386,68.593,21.168,47.867,108.741,50.754,41.998,6.533,19.428,29.704,36.261,19.992,112.628,37.567,34.297,34.701,34.434,33.751,36.355,37.721,34.946,34.57,34.61,38.293,37.132,36.291,34.666,38.867,35.837,23.578,22.528,21.978,22.047,21.912,23.256,24.322,22.957,22.95,22.25,24.092,23.611,22.548,22.788,23.628,23.285,1.94,4.961,3.986,3.344,3.124,3.178,3.113,12.596,3.705,12.458,2.172,2.51,2.991,3.277,2.442,8.559,4.577,4.626,5.204,4.9,4.15,3.409,4.15,3.752,4.305,4.305,4.506,4.287,5.204,4.192,4.003,4.303
United States of America,TEXAS,Gonzales,2007,11,11/17/2007,Fall,3,7,0,0,0,0,DS0,0,23.6,3.35,13.475,3,Gonzales,2007,11,101.929,5.593,83.75,105.558,84.112,7.744,74.079,42.208,67.287,35.05,123.91,22.864,110.554,18.343,56.295,105.651,18.769,24.773,25.258,23.249,21.033,23.904,24.011,26.041,22.664,23.218,24.229,20.771,18.831,25.595,20.649,20.134,5.76,7.415,11.447,11.934,7.239,8.982,10.794,10.962,8.947,8.827,11.06,10.822,4.78,13.423,7.484,8.282,14.519,1.995,10.189,15.727,8.554,2.701,7.415,4.153,5.379,4.574,14.883,3.108,13.047,2.769,9.194,9.446,4.636,6.006,6.046,5.88,5.957,6.456,6.068,6.251,6.622,6.046,4.636,6.251,6.505,6.22,5.88,6.155
United States of America,TEXAS,Gonzales,2009,4,4/18/2009,Spring,1,1,0,0,0,0,DS0,116.7,21.15,16.95,19.05,2,Gonzales,2009,4,93.294,196.427,36.785,189.796,111.459,108.609,29.491,70.883,98.062,124.921,41.734,25.986,32.392,37.545,110.211,2.376,26.154,27.884,30.053,25.676,29.114,26.812,28.244,26.733,26.776,24.16,29.084,28.499,26.086,28.149,26.586,31.468,12.01,17.731,13.573,12.022,17.886,14.176,14.366,13.853,13.312,14.412,15.08,14.859,13.255,15.019,14.264,13.814,10.275,23.394,2.528,49.823,11.476,10.651,2.695,5.89,10.983,12.156,3.609,2.775,5.126,3.776,10.396,2.545,6.496,5.951,6.83,5.564,4.838,6.297,4.838,4.838,5.564,6.124,6.496,6.123,5.749,6.123,5.43,6.067
United States of America,TEXAS,Gonzales,2009,10,10/4/2009,Fall,3,1,0,0,0,0,DS0,165.2,26.86667,20,23.43333,3,Gonzales,2009,10,227.264,21.765,38.539,18.913,38.154,186.214,69.978,186.539,66.689,52.162,114.579,38.851,139.232,49.336,11.151,102.802,28.603,29.779,27.875,28.143,30.421,29.883,29.849,28.216,30.426,29.413,27.419,30.284,28.319,30.071,29.868,29.076,13.917,16.269,14.009,14.854,16.24,15.414,15.787,14.39,15.533,14.213,16.132,17.407,14.882,13.507,14.097,15.127,32.094,3.661,4.723,2.662,3.956,18.455,4.904,11.363,5.229,3.446,13.039,3.315,13.9,3.883,2.209,10.393,5.502,5.421,4.669,5.486,5.878,5.327,5.237,5.497,6.285,6.633,5.041,6.787,5.041,5.421,6.039,6.023
United States of America,TEXAS,Gonzales,2009,11,11/20/2009,Fall,3,0,0,0,0,0,DS0,52.6,22.6,10.93333,16.76667,3,Gonzales,2009,11,111.023,38.742,36.032,136.525,84.909,45.993,46.023,7.675,129.258,43.665,107.027,2.606,108.294,14.13,19.36,65.377,21.279,23.244,21.553,20.235,21.561,21.402,27.55,21.111,20.151,22.609,23.597,21.992,23.729,24.081,23.483,26.184,7.62,10.412,7.319,6.571,7.474,8.13,14.674,6.018,8.864,8.32,10.768,12.346,13.546,9.688,7.275,13.202,48.879,4.089,3.514,17.315,9.447,6.273,5.625,2.433,14.681,4.596,13.5,1.864,15.308,2.23,2.643,6.367,4.636,6.456,5.702,6.268,6.374,5.911,5.673,6.244,6.068,4.636,5.754,6.214,5.823,6.244,6.006,6.155
United States of America,TEXAS,Gonzales,2009,11,11/20/2009,Fall,3,0,0,0,0,0,DS0,52.6,22.6,10.93333,16.76667,3,Gonzales,2009,11,111.023,38.742,36.032,136.525,84.909,45.993,46.023,7.675,129.258,43.665,107.027,2.606,108.294,14.13,19.36,65.377,21.279,23.244,21.553,20.235,21.561,21.402,27.55,21.111,20.151,22.609,23.597,21.992,23.729,24.081,23.483,26.184,7.62,10.412,7.319,6.571,7.474,8.13,14.674,6.018,8.864,8.32,10.768,12.346,13.546,9.688,7.275,13.202,48.879,4.089,3.514,17.315,9.447,6.273,5.625,2.433,14.681,4.596,13.5,1.864,15.308,2.23,2.643,6.367,4.636,6.456,5.702,6.268,6.374,5.911,5.673,6.244,6.068,4.636,5.754,6.214,5.823,6.244,6.006,6.155
United States of America,TEXAS,Gonzales,2012,3,3/20/2012,Spring,1,0,0,0,0,0,DS0,64.73333,25.93333,12.6,19.26667,2,Gonzales,2012,3,69.326,80.851,69.778,50.456,25.26,49.68,21.628,125.189,4.205,26.404,48.278,3.843,19.675,56.801,86.817,43.334,23.072,21.437,24.722,21.217,25.032,19.893,25.546,20.555,27.675,24.761,20.866,23.896,26.546,23.857,24.559,25.727,8.42,8.015,11.665,7.955,10.37,8.925,12.152,8.961,11.811,10.854,7.817,12.991,13.473,11.672,10.555,11.509,6.064,10.759,8.781,6.311,3.043,7.416,3.435,52.467,2.445,2.722,4.347,2.702,2.791,5.555,15.479,4.31,5.753,4.746,6.481,4.746,5.693,6.305,5.369,6.125,6.125,5.733,6.162,6.253,5.203,5.369,5.748,5.957
United States of America,TEXAS,Gonzales,2012,3,3/20/2012,Spring,1,0,0,0,0,0,DS0,64.73333,25.93333,12.6,19.26667,2,Gonzales,2012,3,69.326,80.851,69.778,50.456,25.26,49.68,21.628,125.189,4.205,26.404,48.278,3.843,19.675,56.801,86.817,43.334,23.072,21.437,24.722,21.217,25.032,19.893,25.546,20.555,27.675,24.761,20.866,23.896,26.546,23.857,24.559,25.727,8.42,8.015,11.665,7.955,10.37,8.925,12.152,8.961,11.811,10.854,7.817,12.991,13.473,11.672,10.555,11.509,6.064,10.759,8.781,6.311,3.043,7.416,3.435,52.467,2.445,2.722,4.347,2.702,2.791,5.555,15.479,4.31,5.753,4.746,6.481,4.746,5.693,6.305,5.369,6.125,6.125,5.733,6.162,6.253,5.203,5.369,5.748,5.957
United States of America,TEXAS,Gonzales,2015,3,3/21/2015,Spring,1,0,0,0,0,0,DS0,69.2,24.15,14.15,19.15,2,Gonzales,2015,3,49.841,49.273,12.221,6.357,48.699,35.589,78.125,27.423,67.183,37.46,86.267,4.265,22.726,34.928,26.312,11.891,26.117,26.182,24.932,26.749,24.323,23.221,22.72,23.427,23.052,23.912,23.714,24.683,25.016,22.974,25.963,25.604,12.629,11.041,9.95,14.437,12.498,9.348,9.205,10.306,10.6,10.86,11.111,9.527,10.887,8.271,11.107,13.336,5.321,5.233,3.559,2.505,5.519,4.795,9.083,3.504,6.385,4.421,9.075,2.129,3.531,3.749,2.686,2.847,5.957,5.773,5.753,5.21,5.845,5.324,5.813,4.746,5.693,5.753,5.824,6.609,6.162,5.824,6.609,4.726
United States of America,TEXAS,Gonzales,2015,5,5/18/2015,Spring,1,0.75,0,0,10786.87183,2,DS2,53.3,27.8,19.4,23.6,2,Gonzales,2015,5,181.016,42.729,183.493,189.468,66.181,87.981,25.697,26.092,105.676,91.005,72.17,55.068,41.516,126.834,38.779,50.841,30.042,33.771,30.385,30.214,33.38,30.799,34.297,33.778,30.668,30.461,32.658,31.108,34.601,32.142,33.399,32.291,19.064,21.122,19.128,18.121,20.528,16.837,19.667,19.353,19.481,16.69,18.793,19.083,22.97,20.251,20.204,20.112,21.613,3.057,17.236,25.58,4.836,5.556,2.973,2.44,9.686,5.804,4.611,3.237,3.227,6.954,3.465,3.438,5.596,4.617,5.269,3.965,5.46,4.87,4.552,5.012,4.919,6.08,5.012,5.012,6.08,4.505,4.613,4.617
United States of America,TEXAS,Gonzales,2015,5,5/25/2015,Spring,1,4.15,0,0,0,0,DS0,0,28.35,19.15,23.75,2,Gonzales,2015,5,181.016,42.729,183.493,189.468,66.181,87.981,25.697,26.092,105.676,91.005,72.17,55.068,41.516,126.834,38.779,50.841,30.042,33.771,30.385,30.214,33.38,30.799,34.297,33.778,30.668,30.461,32.658,31.108,34.601,32.142,33.399,32.291,19.064,21.122,19.128,18.121,20.528,16.837,19.667,19.353,19.481,16.69,18.793,19.083,22.97,20.251,20.204,20.112,21.613,3.057,17.236,25.58,4.836,5.556,2.973,2.44,9.686,5.804,4.611,3.237,3.227,6.954,3.465,3.438,5.596,4.617,5.269,3.965,5.46,4.87,4.552,5.012,4.919,6.08,5.012,5.012,6.08,4.505,4.613,4.617
United States of America,TEXAS,Gonzales,2015,6,6/14/2015,Summer,2,0.5,0,0,0,0,DS0,20.05,33.85,22.2,28.025,1,Gonzales,2015,6,18.422,27.587,50.934,113.2,233.009,91.757,252.866,1.602,237.886,91.012,74.504,93.973,26.926,53.563,68.912,35.862,36.479,36.623,35.255,34.236,33.824,35.504,33.743,37.712,34.212,35.175,36.018,35.233,36.538,36.109,35.028,37.496,22.526,23.358,21.859,22.239,22.289,22.507,21.418,23.14,23.054,22.987,22.566,22.758,22.99,23.286,22.346,23.212,3.072,2.632,3.664,8.941,24.333,6.419,24.322,1.895,50.811,6.746,5.29,5.181,2.642,4.041,3.949,2.834,4.162,4.587,4.617,3.881,4.53,4.446,4.587,5.336,4.853,5.701,3.82,4.587,5.274,4.635,4.957,4.035
