Country, ,County,YEAR,Month,Date-1,Season,SeasonNum,Duration_H,Inj,Death,Damage,Category1_wzero,Class,PRCP,TMAX,TMIN,TAVG,Category,County-1,Year,Month-1,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,TMAX1,TMAX2,TMAX3,TMAX4,TMAX5,TMAX6,TMAX7,TMAX8,TMAX9,TMAX10,TMAX11,TMAX12,TMAX13,TMAX14,TMAX15,TMAX16,TMIN1,TMIN2,TMIN3,TMIN4,TMIN5,TMIN6,TMIN7,TMIN8,TMIN9,TMIN10,TMIN11,TMIN12,TMIN13,TMIN14,TMIN15,TMIN16,RunOff1,RunOff2,RunOff3,RunOff4,RunOff5,RunOff6,RunOff7,RunOff8,RunOff9,RunOff10,RunOff11,RunOff12,RunOff13,RunOff14,RunOff15,RunOff16,Wind1,Wind2,Wind3,Wind4,Wind5,Wind6,Wind7,Wind8,Wind9,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16
United States of America,TEXAS,Dallas,2007,5,5/30/2007,Spring,1,0.733333333,0,0,3698.933335,2,DS2,22.275,25.85,16.65,21.25,2,Dallas,2007,5,34.306,145.104,166.052,129.036,86.992,227.13,203.754,86.814,227.043,178.415,79.712,83.45,161.527,333.486,84.897,78.004,32.821,29.735,28.521,29.938,29.629,29.518,30.298,29.765,29.769,30.262,29.902,29.433,28.357,27.498,29.801,32.048,21.328,17.305,17.932,17.991,17.257,19.592,19.351,17.937,21.463,19.042,19.112,21.244,18.471,19.851,17.579,17.381,7.382,27.383,53.312,79.106,16.122,157.074,118.494,20.707,151.588,26.799,48.523,84.833,31.306,260.346,17.737,17.47,3.171,3.284,2.492,2.309,2.313,3.379,2.309,2.779,2.718,2.463,2.959,2.707,2.394,3.019,2.953,3.019
United States of America,TEXAS,Dallas,2007,6,6/27/2007,Summer,2,1.833333333,0,0,0,0,DS0,34.43333,30.4,21.3,25.85,1,Dallas,2007,6,41.778,229.346,83.576,159.625,133.96,40.624,15.714,195.969,67.12,125.835,63.222,22.828,14.093,77.219,22.787,46.538,35.381,31.847,32.11,31.882,30.686,32.565,38.26,31.913,32.424,33.523,36.87,35.017,36.827,32.914,36.479,36.081,25.115,22.831,22.071,21.786,20.796,22.251,25.573,21.232,21.777,22.752,24.781,23.868,23.752,22.716,24.429,22.499,6.601,81.699,45.932,42.302,20.714,28.744,13.334,44.68,39.087,39.893,20.259,22.719,14.601,56.551,8.637,10.23,2.164,2.162,2.615,2.505,2.602,3.055,2.159,1.974,2.029,1.974,2.615,2.541,2.748,2.317,2.272,2.33
United States of America,TEXAS,Dallas,2007,6,6/26/2007,Summer,2,1.083333333,0,1,0,5,DS5,57.13333,30.6,20.76667,25.68333,3,Dallas,2007,6,41.778,229.346,83.576,159.625,133.96,40.624,15.714,195.969,67.12,125.835,63.222,22.828,14.093,77.219,22.787,46.538,35.381,31.847,32.11,31.882,30.686,32.565,38.26,31.913,32.424,33.523,36.87,35.017,36.827,32.914,36.479,36.081,25.115,22.831,22.071,21.786,20.796,22.251,25.573,21.232,21.777,22.752,24.781,23.868,23.752,22.716,24.429,22.499,6.601,81.699,45.932,42.302,20.714,28.744,13.334,44.68,39.087,39.893,20.259,22.719,14.601,56.551,8.637,10.23,2.164,2.162,2.615,2.505,2.602,3.055,2.159,1.974,2.029,1.974,2.615,2.541,2.748,2.317,2.272,2.33
United States of America,TEXAS,Dallas,2007,6,6/26/2007,Summer,2,1.5,0,0,1232.977778,1,DS1,57.13333,30.6,20.76667,25.68333,1,Dallas,2007,6,41.778,229.346,83.576,159.625,133.96,40.624,15.714,195.969,67.12,125.835,63.222,22.828,14.093,77.219,22.787,46.538,35.381,31.847,32.11,31.882,30.686,32.565,38.26,31.913,32.424,33.523,36.87,35.017,36.827,32.914,36.479,36.081,25.115,22.831,22.071,21.786,20.796,22.251,25.573,21.232,21.777,22.752,24.781,23.868,23.752,22.716,24.429,22.499,6.601,81.699,45.932,42.302,20.714,28.744,13.334,44.68,39.087,39.893,20.259,22.719,14.601,56.551,8.637,10.23,2.164,2.162,2.615,2.505,2.602,3.055,2.159,1.974,2.029,1.974,2.615,2.541,2.748,2.317,2.272,2.33
United States of America,TEXAS,Dallas,2007,6,6/13/2007,Summer,2,2.5,0,0,0,0,DS0,22.6,33.5,24.26667,28.88333,1,Dallas,2007,6,41.778,229.346,83.576,159.625,133.96,40.624,15.714,195.969,67.12,125.835,63.222,22.828,14.093,77.219,22.787,46.538,35.381,31.847,32.11,31.882,30.686,32.565,38.26,31.913,32.424,33.523,36.87,35.017,36.827,32.914,36.479,36.081,25.115,22.831,22.071,21.786,20.796,22.251,25.573,21.232,21.777,22.752,24.781,23.868,23.752,22.716,24.429,22.499,6.601,81.699,45.932,42.302,20.714,28.744,13.334,44.68,39.087,39.893,20.259,22.719,14.601,56.551,8.637,10.23,2.164,2.162,2.615,2.505,2.602,3.055,2.159,1.974,2.029,1.974,2.615,2.541,2.748,2.317,2.272,2.33
United States of America,TEXAS,Dallas,2007,7,7/2/2007,Summer,2,5,0,0,0,0,DS0,22.875,29.975,21.8,25.8875,1,Dallas,2007,7,29.879,17.019,21.07,41.55,38.282,20.889,86.483,160.64,84.676,32.113,10.271,43.868,54.647,60.431,48.972,61.753,37.673,34.407,34.597,34.291,33.981,36.084,37.891,33.807,33.3,36.22,37.597,37.154,35.517,34.369,38.89,36.661,26.248,23.4,23.429,23.837,23.605,25.064,26.235,23.811,23.911,24.801,26.582,26.506,24.549,24.614,26.183,24.309,4.901,43.057,14.738,31.267,15.197,11.359,15.802,122.195,27.085,26.849,8.932,12.991,12.073,20.031,9.46,9.584,2.213,2.275,2.44,2.014,1.997,2.002,1.997,1.851,2.221,2.221,2.259,2.111,2.44,1.663,2.251,2.031
United States of America,TEXAS,Dallas,2007,7,7/3/2007,Summer,2,2.3,0,0,12329.77778,1,DS1,24.875,29.45,21.8,25.625,1,Dallas,2007,7,29.879,17.019,21.07,41.55,38.282,20.889,86.483,160.64,84.676,32.113,10.271,43.868,54.647,60.431,48.972,61.753,37.673,34.407,34.597,34.291,33.981,36.084,37.891,33.807,33.3,36.22,37.597,37.154,35.517,34.369,38.89,36.661,26.248,23.4,23.429,23.837,23.605,25.064,26.235,23.811,23.911,24.801,26.582,26.506,24.549,24.614,26.183,24.309,4.901,43.057,14.738,31.267,15.197,11.359,15.802,122.195,27.085,26.849,8.932,12.991,12.073,20.031,9.46,9.584,2.213,2.275,2.44,2.014,1.997,2.002,1.997,1.851,2.221,2.221,2.259,2.111,2.44,1.663,2.251,2.031
United States of America,TEXAS,Dallas,2007,8,8/1/2007,Summer,2,1.5,0,0,0,0,DS0,8.9,32.03333,22.8,27.41667,1,Dallas,2007,8,44.738,66.066,138.236,47.214,56.599,51.096,17.388,163.864,26.141,115.754,18.002,64.412,23.748,32.232,21.721,56.006,36.261,36.06,33.319,36.767,34.53,37.009,36.109,31.537,33.989,34.687,38.032,36.257,39.489,33.143,37.789,36.263,24.965,24.117,23.114,24.723,23.584,25.493,24.751,21.943,23.834,23.24,26.921,24.654,25.849,23.157,25.492,23.527,6.042,18.811,52.371,14.431,12.448,9.603,10.706,83.126,11.515,26.445,6.477,10.862,6.975,9.865,5.932,8.872,1.823,1.871,1.813,1.929,1.589,2.049,1.411,1.929,1.813,2.263,2.068,1.981,1.951,1.41,1.495,1.41
United States of America,TEXAS,Dallas,2007,9,9/9/2007,Fall,3,3,0,0,30824.44446,4,DS4,5.95,31.4,23.35,27.375,3,Dallas,2007,9,112.164,37.573,32.133,22.648,69.86,169.355,87.824,134.604,137.833,68.441,40.84,164.674,74.374,72.009,69.216,63.456,33.299,31.845,29.915,34.115,33.086,28.567,32.677,30.917,30.587,33.755,34.632,28.592,32.918,32.04,33.873,32.685,22.257,18.284,18.866,21.763,20.799,19.378,21.076,22.828,20.508,21.535,23.033,20.316,21.238,20.799,23.13,19.355,14.264,11.29,23.473,7.576,11.214,35.653,14.902,58.509,23.93,32.945,7.288,34.907,11.023,10.944,11.119,10.135,1.873,2.045,3.109,2.261,1.806,2.376,2.455,2.376,2.376,2.287,2.675,1.729,2.26,2.489,2.198,2.287
United States of America,TEXAS,Dallas,2007,9,9/10/2007,Fall,3,4.083333333,0,0,0,0,DS0,55.4,25.76667,22.4,24.08333,3,Dallas,2007,9,112.164,37.573,32.133,22.648,69.86,169.355,87.824,134.604,137.833,68.441,40.84,164.674,74.374,72.009,69.216,63.456,33.299,31.845,29.915,34.115,33.086,28.567,32.677,30.917,30.587,33.755,34.632,28.592,32.918,32.04,33.873,32.685,22.257,18.284,18.866,21.763,20.799,19.378,21.076,22.828,20.508,21.535,23.033,20.316,21.238,20.799,23.13,19.355,14.264,11.29,23.473,7.576,11.214,35.653,14.902,58.509,23.93,32.945,7.288,34.907,11.023,10.944,11.119,10.135,1.873,2.045,3.109,2.261,1.806,2.376,2.455,2.376,2.376,2.287,2.675,1.729,2.26,2.489,2.198,2.287
United States of America,TEXAS,Dallas,2007,9,9/5/2007,Fall,3,3,0,0,0,0,DS0,39.75,31.125,21.95,26.5375,3,Dallas,2007,9,112.164,37.573,32.133,22.648,69.86,169.355,87.824,134.604,137.833,68.441,40.84,164.674,74.374,72.009,69.216,63.456,33.299,31.845,29.915,34.115,33.086,28.567,32.677,30.917,30.587,33.755,34.632,28.592,32.918,32.04,33.873,32.685,22.257,18.284,18.866,21.763,20.799,19.378,21.076,22.828,20.508,21.535,23.033,20.316,21.238,20.799,23.13,19.355,14.264,11.29,23.473,7.576,11.214,35.653,14.902,58.509,23.93,32.945,7.288,34.907,11.023,10.944,11.119,10.135,1.873,2.045,3.109,2.261,1.806,2.376,2.455,2.376,2.376,2.287,2.675,1.729,2.26,2.489,2.198,2.287
United States of America,TEXAS,Dallas,2007,9,9/5/2007,Fall,3,2,0,0,30824.44446,4,DS4,39.75,31.125,21.95,26.5375,3,Dallas,2007,9,112.164,37.573,32.133,22.648,69.86,169.355,87.824,134.604,137.833,68.441,40.84,164.674,74.374,72.009,69.216,63.456,33.299,31.845,29.915,34.115,33.086,28.567,32.677,30.917,30.587,33.755,34.632,28.592,32.918,32.04,33.873,32.685,22.257,18.284,18.866,21.763,20.799,19.378,21.076,22.828,20.508,21.535,23.033,20.316,21.238,20.799,23.13,19.355,14.264,11.29,23.473,7.576,11.214,35.653,14.902,58.509,23.93,32.945,7.288,34.907,11.023,10.944,11.119,10.135,1.873,2.045,3.109,2.261,1.806,2.376,2.455,2.376,2.376,2.287,2.675,1.729,2.26,2.489,2.198,2.287
United States of America,TEXAS,Dallas,2007,10,10/15/2007,Fall,3,2,0,0,24659.55557,4,DS4,40.45,22.25,15.7,18.975,3,Dallas,2007,10,90.244,48.255,31.037,52.61,2.783,69.402,174.099,20.987,64.746,113.433,95.122,214.089,71.145,5.907,189.905,7.134,28.598,26.049,26.014,30.514,28.448,25.157,24.555,26.639,27.162,26.084,28.621,26.657,25.819,29.003,27.53,27.872,17.349,11.763,12.587,16.978,15.064,13.827,12.252,13.993,16.579,15.697,16.248,13.77,13.679,15.201,15.126,11.879,13.886,9.943,11.546,8.589,4.088,35.424,80.726,31.715,23.267,35.491,14.47,128.942,14.133,4.628,68.37,4.337,2.554,3.076,2.172,2.805,2.663,2.317,2.825,3.076,2.92,2.492,2.368,2.432,2.715,2.894,2.713,2.92
United States of America,TEXAS,Dallas,2008,3,3/18/2008,Spring,1,4,0,0,17815.03153,2,DS2,85.34,24.12,9.86,16.99,2,Dallas,2008,3,12.268,60.221,34.146,51.45,15.104,248.019,56.284,132.448,25.919,41.852,51.061,17.885,90.323,19.886,56.742,71.735,22.207,23.002,22.421,18.735,26.865,21.605,20.577,20.043,15.908,21.155,22.297,23.173,19.383,21.374,21.749,20.312,9.021,10.429,8.15,5.75,10.782,11.397,8.732,10.226,5.26,8.726,8.512,8.604,6.618,7.725,10.414,8.952,7.209,8.082,11.715,29.319,4.266,156.104,14.04,38.477,10.154,29.007,25.701,5.191,43.769,27.593,29.8,12.765,3.348,3.197,3.044,2.927,3.117,3.37,2.819,3.531,3.436,3.295,3.189,3.496,2.841,3.719,3.245,3.424
United States of America,TEXAS,Dallas,2008,3,3/18/2008,Spring,1,5,0,1,178150.3153,5,DS5,85.34,24.12,9.86,16.99,3,Dallas,2008,3,12.268,60.221,34.146,51.45,15.104,248.019,56.284,132.448,25.919,41.852,51.061,17.885,90.323,19.886,56.742,71.735,22.207,23.002,22.421,18.735,26.865,21.605,20.577,20.043,15.908,21.155,22.297,23.173,19.383,21.374,21.749,20.312,9.021,10.429,8.15,5.75,10.782,11.397,8.732,10.226,5.26,8.726,8.512,8.604,6.618,7.725,10.414,8.952,7.209,8.082,11.715,29.319,4.266,156.104,14.04,38.477,10.154,29.007,25.701,5.191,43.769,27.593,29.8,12.765,3.348,3.197,3.044,2.927,3.117,3.37,2.819,3.531,3.436,3.295,3.189,3.496,2.841,3.719,3.245,3.424
United States of America,TEXAS,Dallas,2008,4,4/17/2008,Spring,1,1.766666667,0,0,0,0,DS0,15.73333,24.46667,11.3,17.88333,2,Dallas,2008,4,33.714,136.154,17.041,76.518,72.448,202.477,70.462,8.008,32.755,45.267,100.679,71.792,127.034,137.26,86.433,134.661,27.745,27.645,27.178,24.775,29.326,25.011,26.981,27.052,26.898,27.063,29.013,27.535,25.266,26.238,27.45,23.575,15.432,17.192,14.622,13.095,17.584,15.347,15.097,13.629,13.701,13.318,15.428,12.365,14.053,14.888,16.003,13.298,6.399,22.206,6.032,16.762,8.548,93.372,10.896,15.715,7.104,12.987,18.131,8.825,50.635,29.103,23.419,31.793,3.317,3.317,3.697,3.421,3.344,3.19,3.19,3.115,3.567,3.603,3.603,3.421,3.309,2.637,2.994,3.379
United States of America,TEXAS,Dallas,2008,4,4/17/2008,Spring,1,1.266666667,0,0,0,0,DS0,15.73333,24.46667,11.3,17.88333,2,Dallas,2008,4,33.714,136.154,17.041,76.518,72.448,202.477,70.462,8.008,32.755,45.267,100.679,71.792,127.034,137.26,86.433,134.661,27.745,27.645,27.178,24.775,29.326,25.011,26.981,27.052,26.898,27.063,29.013,27.535,25.266,26.238,27.45,23.575,15.432,17.192,14.622,13.095,17.584,15.347,15.097,13.629,13.701,13.318,15.428,12.365,14.053,14.888,16.003,13.298,6.399,22.206,6.032,16.762,8.548,93.372,10.896,15.715,7.104,12.987,18.131,8.825,50.635,29.103,23.419,31.793,3.317,3.317,3.697,3.421,3.344,3.19,3.19,3.115,3.567,3.603,3.603,3.421,3.309,2.637,2.994,3.379
United States of America,TEXAS,Dallas,2008,8,8/20/2008,Summer,2,2,0,0,0,0,DS0,7.88,28.76,21.34,25.05,1,Dallas,2008,8,120.142,19.796,142.147,25.957,44.429,15.768,41.143,49.849,112.62,58.918,17.253,33.029,115.393,59.144,148.073,13.624,34.211,39.391,30.467,39.923,36.347,34.969,35.062,36.905,34.495,35.898,40.547,36.236,32.365,33.339,34.786,37.621,24.093,26.343,21.743,26.259,25.373,23.331,24.361,24.293,24.232,24.699,27.784,26.561,22.662,23.143,24.319,25.143,20.208,9.036,58.301,9.509,8.393,12.358,12.006,9.374,18.156,7.805,5.377,5.379,28.014,10.649,50.028,18.231,2.005,2.005,1.929,2.092,1.929,1.411,2.068,1.496,1.871,2.12,1.981,2.154,1.871,2.049,1.923,1.959
United States of America,TEXAS,Dallas,2008,8,8/20/2008,Summer,2,6,0,0,0,0,DS0,7.88,28.76,21.34,25.05,1,Dallas,2008,8,120.142,19.796,142.147,25.957,44.429,15.768,41.143,49.849,112.62,58.918,17.253,33.029,115.393,59.144,148.073,13.624,34.211,39.391,30.467,39.923,36.347,34.969,35.062,36.905,34.495,35.898,40.547,36.236,32.365,33.339,34.786,37.621,24.093,26.343,21.743,26.259,25.373,23.331,24.361,24.293,24.232,24.699,27.784,26.561,22.662,23.143,24.319,25.143,20.208,9.036,58.301,9.509,8.393,12.358,12.006,9.374,18.156,7.805,5.377,5.379,28.014,10.649,50.028,18.231,2.005,2.005,1.929,2.092,1.929,1.411,2.068,1.496,1.871,2.12,1.981,2.154,1.871,2.049,1.923,1.959
United States of America,TEXAS,Dallas,2009,5,5/2/2009,Spring,1,0.2,0,0,8340.400485,2,DS2,31.675,25.575,17.5,21.5375,2,Dallas,2009,5,206.328,94.502,168.808,164.446,81.657,109.262,60.141,148.988,75.636,163.208,101.754,172.736,182.751,188.364,170.182,106.983,25.428,30.658,30.323,28.755,27.952,28.517,30.247,29.091,27.568,28.924,30.618,29.007,28.828,29.956,28.336,31.895,14.502,19.684,18.236,18.283,16.603,17.079,15.979,18.449,16.689,16.441,20.641,18.381,18.572,20.125,19.347,20.126,147,24.386,60.808,89.124,20.379,65.134,15.288,34.555,20.649,95.587,22.941,35.998,40.498,57.381,55.349,21.493,3.379,2.854,2.632,3.503,1.957,2.707,2.707,2.953,2.665,1.838,3.019,2.394,2.995,3.284,2.492,2.462
United States of America,TEXAS,Dallas,2009,5,5/2/2009,Spring,1,0.5,0,0,5957.428918,2,DS2,31.675,25.575,17.5,21.5375,2,Dallas,2009,5,206.328,94.502,168.808,164.446,81.657,109.262,60.141,148.988,75.636,163.208,101.754,172.736,182.751,188.364,170.182,106.983,25.428,30.658,30.323,28.755,27.952,28.517,30.247,29.091,27.568,28.924,30.618,29.007,28.828,29.956,28.336,31.895,14.502,19.684,18.236,18.283,16.603,17.079,15.979,18.449,16.689,16.441,20.641,18.381,18.572,20.125,19.347,20.126,147,24.386,60.808,89.124,20.379,65.134,15.288,34.555,20.649,95.587,22.941,35.998,40.498,57.381,55.349,21.493,3.379,2.854,2.632,3.503,1.957,2.707,2.707,2.953,2.665,1.838,3.019,2.394,2.995,3.284,2.492,2.462
United States of America,TEXAS,Dallas,2009,5,5/2/2009,Spring,1,2.416666667,0,0,8340.400485,2,DS2,31.675,25.575,17.5,21.5375,2,Dallas,2009,5,206.328,94.502,168.808,164.446,81.657,109.262,60.141,148.988,75.636,163.208,101.754,172.736,182.751,188.364,170.182,106.983,25.428,30.658,30.323,28.755,27.952,28.517,30.247,29.091,27.568,28.924,30.618,29.007,28.828,29.956,28.336,31.895,14.502,19.684,18.236,18.283,16.603,17.079,15.979,18.449,16.689,16.441,20.641,18.381,18.572,20.125,19.347,20.126,147,24.386,60.808,89.124,20.379,65.134,15.288,34.555,20.649,95.587,22.941,35.998,40.498,57.381,55.349,21.493,3.379,2.854,2.632,3.503,1.957,2.707,2.707,2.953,2.665,1.838,3.019,2.394,2.995,3.284,2.492,2.462
United States of America,TEXAS,Dallas,2009,5,5/2/2009,Spring,1,1.2,0,0,2382.971567,2,DS2,31.675,25.575,17.5,21.5375,2,Dallas,2009,5,206.328,94.502,168.808,164.446,81.657,109.262,60.141,148.988,75.636,163.208,101.754,172.736,182.751,188.364,170.182,106.983,25.428,30.658,30.323,28.755,27.952,28.517,30.247,29.091,27.568,28.924,30.618,29.007,28.828,29.956,28.336,31.895,14.502,19.684,18.236,18.283,16.603,17.079,15.979,18.449,16.689,16.441,20.641,18.381,18.572,20.125,19.347,20.126,147,24.386,60.808,89.124,20.379,65.134,15.288,34.555,20.649,95.587,22.941,35.998,40.498,57.381,55.349,21.493,3.379,2.854,2.632,3.503,1.957,2.707,2.707,2.953,2.665,1.838,3.019,2.394,2.995,3.284,2.492,2.462
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,3.216666667,0,0,11914.85784,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,3.083333333,0,0,17872.28675,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,2.866666667,0,0,17872.28675,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,1.8,0,0,8340.400485,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,7.5,0,0,893614.3377,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,6.25,0,0,23829.71567,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,4.85,0,0,238297.1567,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,2.5,0,0,238297.1567,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,1.45,0,0,89361.43377,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
United States of America,TEXAS,Dallas,2009,6,6/11/2009,Summer,2,9.25,0,0,59574.28918,1,DS1,89.9,30,19.03333,24.51667,1,Dallas,2009,6,79.346,18.344,83.315,62.227,33.679,56.081,21.109,159.935,50.917,43.902,57.8,89.203,52.742,92.327,49.068,156.767,32.833,37.242,32.368,33.95,35.005,32.904,38.661,32.307,34.344,35.77,36.342,33.387,34.295,32.654,33.7,34.194,22.153,26.196,21.228,23.251,22.971,20.807,25.479,22.279,23.181,22.701,24.748,22.671,22.981,22.221,23.026,23.496,32.763,9.302,33.818,25.733,10.697,24.933,9.526,61.923,10.924,20.197,14.911,31.912,26.061,31.639,34.968,91.522,2.642,2.505,3.075,2.101,3.055,2.029,2.33,1.846,2.438,2.615,2.629,2.188,3.055,2.438,2.562,2.317
